customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
2996,Rebecca Bray,wharvey@example.net,Cook Islands,2025-03-07,Premium,6383.94
2997,Jonathan Cross,leonardjodi@example.net,Mongolia,2022-09-18,Premium,3731.61
2998,Margaret Watkins,melissawebster@example.com,Niger,2025-09-15,Standard,78.15
2999,Stephanie Decker,xgutierrez@example.com,China,2020-09-18,Standard,2722.09
3000,Philip Roberts,jessicasolis@example.org,Taiwan,2020-02-18,Standard,3943.37
3001,Adam Haney,scott16@example.net,Madagascar,2021-04-14,Standard,8145.82
3002,Erin Walsh,regina02@example.net,Guernsey,2024-10-24,Basic,3222.09
3003,Eric Jones,stantonjoseph@example.net,Bosnia and Herzegovina,2023-04-24,Basic,9008.17
3004,Madison Garcia,rodgersheather@example.org,Pitcairn Islands,2023-09-06,Standard,3736.33
3005,Kimberly Walker,jonathan28@example.com,Nauru,2020-07-13,Standard,6406.18
3006,Ronnie Rowland,rcrosby@example.org,Tajikistan,2023-12-02,Premium,7795.56
3007,James Mullins,davismatthew@example.net,South Georgia and the South Sandwich Islands,2020-01-07,Basic,1307.08
3008,David Mcintyre,poncecynthia@example.org,French Polynesia,2025-10-29,Basic,3660.69
3009,Erica Cole,johngray@example.org,Canada,2020-11-02,Premium,470.44
3010,Kathleen George,lopezfelicia@example.net,Cook Islands,2025-08-03,Standard,3389.18
3011,Matthew Johnson,lprice@example.com,Eritrea,2025-05-31,Standard,9597.31
3012,Daniel Martin,kiddjames@example.com,New Caledonia,2024-06-15,Basic,2198.81
3013,April Martin,moorejamie@example.org,Bhutan,2020-02-08,Standard,9686.13
3014,Felicia Brown DDS,jkennedy@example.net,Turkmenistan,2024-03-02,Standard,4321.46
3015,Kayla Diaz,theresa40@example.net,Canada,2022-06-17,Standard,9807.96
3016,Justin Rodriguez,xhall@example.net,Guam,2024-11-16,Standard,571.21
3017,Jacob Palmer,ylewis@example.com,Tokelau,2024-09-27,Standard,9022.99
3018,Jeffrey Hill,emily32@example.net,Myanmar,2022-11-01,Basic,9628.07
3019,Stephanie Flores DDS,smartin@example.com,Bahrain,2020-06-14,Basic,8179.65
3020,Billy Ramirez,alyssaweaver@example.net,Estonia,2022-06-29,Basic,553.16
3021,Sheila Elliott,mnewton@example.com,Peru,2024-02-24,Standard,1545.84
3022,Daniel Case,nicholas42@example.net,Central African Republic,2020-10-05,Standard,5865.28
3023,Beth Scott,heather11@example.com,Italy,2023-11-29,Premium,5354.31
3024,Kimberly Lee DVM,mallen@example.org,Norway,2022-01-09,Standard,4252.48
3025,Laurie Smith,lori45@example.net,Tokelau,2023-01-22,Premium,7036.40
3026,Selena Baker,bpalmer@example.org,Ukraine,2024-11-25,Standard,618.43
3027,Christian Mccormick,clarkian@example.net,Palestinian Territory,2023-11-30,Basic,2208.21
3028,Todd Hoover,greenpaula@example.org,Chad,2025-03-06,Basic,7067.14
3029,Michael Garcia,lindanewman@example.com,Palau,2025-03-26,Basic,7730.40
3030,Michael Lewis,anthonyjones@example.com,Chile,2020-07-07,Standard,5143.44
3031,Michelle Williams,rwolfe@example.org,Bahamas,2025-01-10,Basic,8072.51
3032,Jeffrey Meyers,karikoch@example.org,Zimbabwe,2025-04-08,Basic,676.39
3033,Troy Delgado,jenniferadams@example.com,Pitcairn Islands,2024-11-14,Standard,8692.78
3034,Brittany Ball,carrmichael@example.org,Norway,2023-08-07,Basic,9021.75
3035,Roberta Lyons,sheila77@example.org,United Arab Emirates,2020-02-28,Standard,6666.04
3036,Kevin Hill MD,wnguyen@example.org,Czech Republic,2024-06-10,Standard,9274.59
3037,David Bridges,cwilliams@example.org,Puerto Rico,2023-11-26,Standard,1925.61
3038,Jeff Colon,elizabethpatel@example.com,Slovakia (Slovak Republic),2025-10-24,Standard,4873.17
3039,Melanie Wall,silvaamy@example.net,Israel,2021-12-27,Basic,2577.12
3040,Randy Brown,robert48@example.com,Swaziland,2020-10-18,Standard,8337.00
3041,Zachary Moore,adkinswhitney@example.org,Mongolia,2024-11-13,Basic,6404.78
3042,Taylor Wilkins,johnsonbeth@example.com,Comoros,2022-09-11,Basic,2802.96
3043,Jerry Black,luisdavis@example.org,Denmark,2020-10-25,Premium,5801.39
3044,Charles Mullins,salexander@example.com,Uganda,2023-09-16,Standard,7910.71
3045,Maureen Bradshaw,ashley70@example.com,Nigeria,2021-01-04,Standard,190.93
3046,Lauren Jackson,richardhill@example.org,India,2025-09-11,Basic,7792.19
3047,Mary Greene,vanessa90@example.com,Liberia,2021-01-08,Standard,8980.72
3048,Samuel Jackson,jose32@example.com,Tajikistan,2021-04-10,Standard,6278.18
3049,Chloe Hawkins,natalie82@example.com,Western Sahara,2021-07-14,Standard,2705.59
3050,Sheila Smith,rodriguezbeth@example.net,United States Virgin Islands,2024-01-12,Standard,6609.19
3051,Alan Mendez,cassandracarey@example.com,Pitcairn Islands,2020-10-24,Basic,5498.80
3052,Jordan Graham,qwells@example.org,Mongolia,2023-06-07,Basic,201.69
3053,Scott Jensen,michaelschultz@example.org,Saint Helena,2024-02-04,Basic,6924.34
3054,Lisa Casey,mdavis@example.org,Iceland,2025-02-17,Basic,9319.33
3055,Katie James,perezmichael@example.net,Austria,2025-10-28,Standard,3355.11
3056,Crystal Lopez,scarter@example.com,Belgium,2020-01-23,Standard,1679.11
3057,Christopher Marsh,alexander83@example.com,Dominican Republic,2024-03-14,Standard,1009.66
3058,Bradley Turner,myerssamantha@example.com,Turks and Caicos Islands,2025-01-16,Premium,503.56
3059,Daniel Garcia,scott19@example.com,El Salvador,2020-05-17,Standard,9509.89
3060,Michael Poole,jason80@example.org,Indonesia,2025-08-11,Standard,8060.61
3061,Jessica Gonzalez,kristopher62@example.com,Cote d'Ivoire,2020-03-15,Premium,5284.25
3062,Chase Woods,briggsdouglas@example.org,Equatorial Guinea,2024-09-27,Standard,527.53
3063,Kendra Summers,bennettjoseph@example.net,Jamaica,2023-08-29,Basic,4123.15
3064,Chad Schmidt,robert16@example.net,France,2024-08-20,Basic,6076.63
3065,Casey Miles,edwin92@example.com,Japan,2023-08-10,Premium,1483.97
3066,Donald Walsh,kristiwilson@example.net,Afghanistan,2025-08-19,Standard,8685.32
3067,Eric Cunningham,,Bahrain,2022-09-05,Standard,6360.19
3068,Samuel Hunt,ekramer@example.org,Japan,2022-03-17,Premium,6313.10
3069,Ashley Taylor,wguerrero@example.net,Palau,2023-01-25,Standard,944.53
3070,Jose Sanchez,shannon36@example.com,Haiti,2020-05-20,Standard,3612.73
3071,Michael Blake,ewilkinson@example.net,Italy,2025-11-13,Standard,5490.76
3072,Ronald Gray,,Ghana,2022-08-15,Basic,2843.32
3073,Amy Lynn,blakemcclain@example.net,Cameroon,2022-08-27,Basic,4406.44
3074,Katrina Shields,christopherharris@example.net,Saint Kitts and Nevis,2021-05-06,Premium,8514.48
3075,Brian Lozano,tjacobs@example.com,South Georgia and the South Sandwich Islands,2024-04-01,Premium,3008.16
3076,Joseph Valenzuela,lauragarcia@example.com,Heard Island and McDonald Islands,2020-02-02,Basic,3140.34
3077,Jill Cannon,irwinjoe@example.org,Guadeloupe,2023-03-01,Standard,1485.89
3078,Kelly Mathews DDS,fmiller@example.com,Guatemala,2022-03-23,Standard,1483.78
3079,Sharon Price,patrick81@example.net,Cambodia,2021-07-05,Basic,5460.42
3080,Robert James,dunnbeth@example.com,Fiji,2023-08-06,Standard,3067.54
3081,Christopher Williams,mgutierrez@example.com,Wallis and Futuna,2023-08-25,Basic,8262.34
3082,Julia Robinson,hsmith@example.org,Costa Rica,2021-03-09,Premium,4303.44
3083,Donald Cameron,stevekhan@example.net,Guadeloupe,2022-02-19,Standard,4375.94
3084,Gary Macdonald,poolejean@example.com,Saint Martin,2022-07-11,Premium,3205.01
3085,Michael Bell,isaacpeters@example.com,Grenada,2025-07-13,Standard,4703.87
3086,Antonio Garcia,christopherschmidt@example.org,Philippines,2022-08-15,Standard,7552.87
3087,Jon Gonzales,hodgeandrew@example.net,Sweden,2021-08-10,Standard,7157.51
3088,Catherine Olson,catherinepalmer@example.com,Portugal,2025-06-22,Basic,2559.30
3089,Martin Anderson,tiffanydavis@example.net,Japan,2022-09-23,Premium,5640.85
3090,Diana Parker,tina97@example.com,Latvia,2022-05-02,Premium,2981.54
3091,Kelsey Williams,maryperez@example.com,Syrian Arab Republic,2025-02-21,Standard,3435.06
3092,Christina Young,kali@example.com,Honduras,2024-03-23,Basic,9025.94
3093,Sharon Thomas,davistammy@example.net,Bulgaria,2025-11-20,Basic,3224.28
3094,Erica Acosta,bennettkrystal@example.org,Bouvet Island (Bouvetoya),2025-02-03,Basic,3974.72
3095,Christopher Martin,michelleperez@example.net,Heard Island and McDonald Islands,2022-01-07,Standard,9611.32
3096,Timothy Warren,qcampbell@example.net,Saint Pierre and Miquelon,2020-05-07,Standard,4330.23
3097,Robert Rhodes,anthonybishop@example.com,Samoa,2024-08-26,Premium,2381.45
3098,Katelyn Fleming,normanjaime@example.com,Ethiopia,2020-03-09,Standard,4774.08
3099,Reginald Scott,reneelopez@example.net,American Samoa,2021-07-14,Standard,9451.82
3100,Albert Pierce,ochoajustin@example.net,Germany,2025-03-30,Standard,9622.63
3101,Ashley Copeland,alexandrarubio@example.net,Cuba,2022-09-23,Basic,6417.16
3102,Christine Schwartz,roger15@example.org,Tuvalu,2021-03-28,Standard,2573.22
3103,Angela Hendricks,laurieweber@example.net,South Georgia and the South Sandwich Islands,2022-08-23,Standard,9313.25
3104,Robert Mcbride,derek86@example.org,Mexico,2020-12-13,Premium,5671.86
3105,Dorothy Robinson,sarah80@example.net,Antarctica (the territory South of 60 deg S),2022-05-16,Standard,1128.93
3106,Jeremy Jones Jr.,crodriguez@example.net,Liechtenstein,2025-07-29,Basic,4380.07
3107,Samuel Russell,rogersalbert@example.com,Niger,2022-06-03,Basic,6655.96
3108,Richard Henderson,morganpatricia@example.org,Saint Pierre and Miquelon,2025-02-26,Basic,9682.54
3109,Wesley Gomez,donnasanchez@example.org,Kuwait,2020-02-01,Basic,2300.77
3110,Scott Garcia,danielschristopher@example.org,British Virgin Islands,2023-08-21,Standard,2917.50
3111,Sergio Carter DVM,sandra44@example.org,Greece,2024-07-20,Premium,6437.38
3112,Michael Le,susan61@example.com,Palau,2021-12-07,Standard,3279.48
3113,Deborah Schmidt,martindavid@example.net,Sao Tome and Principe,2020-04-14,Standard,7936.66
3114,Amy Davenport,bennetterica@example.net,Falkland Islands (Malvinas),2025-04-06,Standard,9063.50
3115,Michael West,adambrown@example.com,Martinique,2020-10-07,Premium,4809.93
3116,Emma Roman,lmunoz@example.com,Central African Republic,2021-03-04,Premium,2875.92
3117,Ray Cooper,lanejoshua@example.net,Tonga,2020-04-02,Basic,4215.88
3118,Karen Jackson,john17@example.org,Swaziland,2020-01-02,Basic,8766.41
3119,Dana Gonzales,yorkjose@example.net,Tanzania,2022-08-20,Premium,6189.63
3120,Gary Church,stephen94@example.org,Micronesia,2020-10-25,Premium,5704.52
3121,William Terry,hernandezscott@example.net,Egypt,2023-12-01,Standard,9661.50
3122,Jasmin Dennis PhD,vdavis@example.com,Antarctica (the territory South of 60 deg S),2023-08-15,Basic,9393.22
3123,Paul Martinez,holdencarolyn@example.net,Tunisia,2021-04-25,Basic,1302.46
3124,Brenda Bates,alex81@example.com,Georgia,2024-04-15,Standard,9476.65
3125,Ashley Jordan,douglas77@example.com,France,2025-11-18,Premium,8374.71
3126,Nicole Kline,nicolemoore@example.org,Antarctica (the territory South of 60 deg S),2023-03-31,Standard,7243.88
3127,Danielle Ruiz,brian44@example.org,Burkina Faso,2024-09-19,Basic,9819.10
3128,Carol Hernandez,henryramsey@example.org,Brazil,2024-08-21,Premium,6227.10
3129,Angela Romero,alogan@example.com,Samoa,2022-02-21,Standard,5082.98
3130,Travis Vazquez,coreysanchez@example.net,Cambodia,2021-09-13,Basic,6108.10
3131,Charles Campbell,alyssacole@example.com,Turks and Caicos Islands,2024-02-24,Basic,5310.72
3132,Brenda Meyer,fosterjoshua@example.com,Russian Federation,2021-02-02,Premium,6647.60
3133,Terry Kelley,pclements@example.com,Taiwan,2025-01-09,Standard,7524.45
3134,Mindy Marsh,deanna24@example.com,Saint Helena,2023-08-22,Standard,1645.37
3135,Maria Hendrix,allison99@example.com,Egypt,2020-02-27,Basic,4439.60
3136,Patricia Franklin,kbooth@example.com,Kyrgyz Republic,2022-11-20,Premium,5273.33
3137,Michael White,james36@example.com,French Guiana,2022-05-08,Premium,1941.53
3138,Rebecca Phelps,zimmermanchristine@example.net,Bahamas,2020-07-20,Standard,1895.01
3139,Sabrina Gonzalez,ebyrd@example.net,Honduras,2020-06-02,Standard,2642.10
3140,Kathy Silva,psolomon@example.net,Myanmar,2022-01-12,Basic,5812.53
3141,Patrick Austin,vphillips@example.org,Seychelles,2021-05-05,Basic,1320.01
3142,Thomas Rivera,ythomas@example.net,French Polynesia,2023-11-10,Standard,5423.28
3143,Denise Fisher,paul36@example.org,Argentina,2024-05-01,Basic,4245.15
3144,Patricia Dillon,jeffreyrussell@example.net,Montenegro,2022-08-19,Standard,9545.75
3145,Gerald Smith,scott47@example.com,Congo,2022-06-28,Standard,9302.07
3146,Paul Miller,jamesbell@example.net,Sudan,2023-08-31,Standard,7253.11
3147,Jerry Russell,dominic71@example.com,South Africa,2021-12-09,Premium,8826.64
3148,Joshua Anderson,mooregordon@example.com,Guatemala,2020-10-14,Premium,9436.28
3149,Deanna Diaz,donald66@example.org,British Virgin Islands,2023-11-11,Standard,2379.01
3150,Gregory Grant,zwalter@example.com,Saint Vincent and the Grenadines,2024-12-07,Standard,9681.96
3151,Jennifer Bond,igrant@example.net,Pakistan,2023-11-26,Standard,721.60
3152,Blake Pineda,patricia36@example.com,Puerto Rico,2022-12-23,Standard,3078.11
3153,Steven Lloyd,andrearias@example.com,Western Sahara,2023-06-18,Standard,9005.00
3154,Carol Duffy,uolson@example.net,Montenegro,2025-02-28,Premium,7651.74
3155,Jessica Williams,floresroger@example.net,Saint Vincent and the Grenadines,2025-01-14,Premium,1429.48
3156,Tanya Mcintosh,martinezmegan@example.org,Guernsey,2024-07-29,Standard,2711.03
3157,Elizabeth Davis,johnsonalexandria@example.net,Bulgaria,2025-08-29,Basic,223.17
3158,Peter Cook,hchan@example.net,Oman,2024-02-26,Basic,9883.21
3159,Andrew Medina,daypaula@example.org,Congo,2021-10-17,Basic,8767.05
3160,Jacob Green,phillipsjohn@example.net,Sao Tome and Principe,2024-06-28,Standard,4536.76
3161,James Hudson,chambersaaron@example.com,Netherlands Antilles,2022-06-25,Standard,4124.77
3162,Jennifer Morse,tbaldwin@example.org,Saint Helena,2023-09-29,Basic,7400.17
3163,Jonathan Martinez,hilljames@example.com,Australia,2024-04-08,Standard,3403.38
3164,Christine Delgado,yhays@example.com,Tanzania,2024-06-05,Basic,2727.00
3165,Heather Watkins,martinsusan@example.org,Israel,2021-08-08,Basic,8788.55
3166,Michael Clayton,amandaallen@example.com,Tonga,2025-11-08,Basic,4596.11
3167,Kevin Smith,raymondalvarado@example.org,Svalbard & Jan Mayen Islands,2021-10-23,Basic,7685.50
3168,Evan Freeman,tdaugherty@example.org,French Polynesia,2024-03-04,Standard,8066.28
3169,Joseph Morgan,bishopralph@example.com,Sweden,2023-11-23,Standard,6798.12
3170,Nicole Mann,mariadelgado@example.org,Cambodia,2021-01-18,Basic,9031.33
3171,Adrienne Khan,washingtonryan@example.net,Myanmar,2021-11-19,Basic,4619.89
3172,Daniel Gibson,brownhannah@example.org,Czech Republic,2022-10-08,Standard,1816.61
3173,Erica Lee,aleccantu@example.org,Paraguay,2022-06-05,Standard,7814.70
3174,Travis Bradley,wjones@example.com,Maldives,2023-11-18,Basic,2500.94
3175,Eric Rivera,ashleyrichardson@example.net,Tajikistan,2022-01-19,Standard,8925.44
3176,Samantha Hamilton,robert65@example.com,Finland,2020-10-28,Standard,6311.52
3177,Charles Munoz,wandataylor@example.net,Kazakhstan,2025-03-29,Premium,7348.08
3178,Philip Mueller,johnsonkimberly@example.org,Chile,2022-12-12,Basic,1399.90
3179,Mr. Justin Long III,sotoanthony@example.com,Saint Barthelemy,2020-10-31,Premium,8628.46
3180,Alex West,wolfedeanna@example.net,Senegal,2020-09-04,Standard,5725.18
3181,Kenneth Mitchell,joshua22@example.com,Tonga,2021-07-25,Basic,1422.59
3182,Kyle Barajas,matthewsandre@example.net,Djibouti,2025-11-26,Basic,5995.48
3183,Kathleen Massey,andersonchristopher@example.net,France,2025-10-04,Basic,3347.91
3184,Anthony Scott III,msmith@example.com,Slovakia (Slovak Republic),2021-03-15,Premium,8297.46
3185,Cynthia Cooley,justinwillis@example.com,Belgium,2023-07-30,Standard,2850.57
3186,Brett Castillo,bartonrebecca@example.com,Bolivia,2022-10-06,Premium,2932.18
3187,Mary Brown,bakernicole@example.org,Japan,2020-11-19,Basic,3991.03
3188,James Jensen,alex54@example.net,Palau,2020-09-04,Standard,6100.67
3189,David Harrison,czuniga@example.net,Cambodia,2022-11-14,Standard,4603.57
3190,Jenna Conway,jasonwatkins@example.com,Singapore,2022-12-27,Standard,6210.41
3191,Joseph White,ericblack@example.com,Dominican Republic,2025-07-17,Basic,9333.60
3192,Amanda Herman,kenneth81@example.com,Greenland,2025-09-03,Premium,7346.01
3193,Troy Johnson,thomasflores@example.org,Guinea-Bissau,2025-09-25,Standard,8886.45
3194,Mark Heath,ydickson@example.com,Guadeloupe,2024-09-11,Standard,6554.20
3195,Gregory Johnson,nealvalerie@example.net,Falkland Islands (Malvinas),2022-05-25,Basic,6346.97
3196,Calvin Coleman,adamsdouglas@example.net,Uzbekistan,2025-11-07,Standard,8567.51
3197,Devon Tanner,julielewis@example.com,Jordan,2024-12-09,Basic,6931.34
3198,Jennifer Meyer,erobinson@example.com,Anguilla,2024-03-08,Basic,2387.87
3199,Brandy Campbell,robertshaw@example.com,Italy,2025-03-23,Standard,1867.41
3200,Stephen Wiggins,garcialauren@example.org,Japan,2020-07-08,Basic,1080.08
3201,Charles White,tjones@example.org,Bhutan,2023-10-10,Standard,6441.64
3202,April Johnson,wellssandra@example.com,Jersey,2025-05-15,Standard,4949.19
3203,David Hudson,lbird@example.net,Lithuania,2022-03-01,Premium,5717.97
3204,Alyssa Phillips,grossscott@example.com,Algeria,2020-11-22,Standard,8859.34
3205,Curtis Burnett,nicole14@example.com,South Georgia and the South Sandwich Islands,2023-04-30,Basic,7958.17
3206,Lisa Hamilton,qcooper@example.com,French Southern Territories,2023-12-01,Premium,2383.35
3207,Megan Mills,sthompson@example.net,United Kingdom,2023-12-14,Basic,6136.37
3208,Mary Spencer,rkirby@example.net,Uzbekistan,2023-07-04,Basic,6188.61
3209,Joe Wallace,hensleymichael@example.org,China,2025-03-05,Standard,3936.54
3210,Gary Ray,amberchung@example.org,Mayotte,2021-12-11,Premium,3528.90
3211,Raymond Bell,williamsthomas@example.org,Malta,2023-03-13,Standard,4834.40
3212,Jimmy Smith,imay@example.com,Romania,2023-10-28,Standard,8218.89
3213,Jon Porter,qsanchez@example.org,Zambia,2022-09-21,Premium,1286.57
3214,Mary Gallagher,chebert@example.com,Malta,2021-12-19,Standard,3156.20
3215,Michael Reyes,christophergreen@example.net,Bangladesh,2020-01-10,Basic,6185.59
3216,Jeffrey Williams DDS,robertafloyd@example.net,Ukraine,2023-07-20,Basic,5091.37
3217,Paul Hendricks,andreholland@example.com,Myanmar,2022-05-29,Basic,3032.03
3218,Hannah Howard,andersonmark@example.com,Brunei Darussalam,2023-07-22,Standard,7354.22
3219,Julie Bernard,dwalker@example.com,Ethiopia,2022-06-21,Standard,6083.58
3220,Joanne Porter,sydney22@example.com,United Arab Emirates,2022-08-29,Basic,2994.50
3221,Roy Davis,lisarobinson@example.net,Japan,2021-11-04,Basic,8889.32
3222,Joseph Cervantes,laurencarson@example.com,Congo,2024-10-25,Standard,2477.82
3223,Joan May,thomas03@example.org,Chile,2025-07-14,Standard,7899.70
3224,Jessica Harris,kevinmccoy@example.com,Liechtenstein,2025-04-02,Standard,5109.10
3225,Michael Roberts,morgan52@example.com,Namibia,2021-09-19,Basic,7309.62
3226,Rebecca Stewart,william12@example.org,Guam,2024-06-18,Premium,1561.39
3227,Jessica Todd,leachmark@example.org,Kuwait,2025-10-25,Basic,5568.14
3228,Mrs. Amber Obrien,sarah94@example.net,Indonesia,2020-02-20,Standard,9397.47
3229,Angela Willis,ngutierrez@example.org,China,2021-02-25,Standard,8468.11
3230,Charles Alvarez,walterspaul@example.net,Solomon Islands,2022-03-13,Standard,9715.34
3231,Matthew Craig,lisa87@example.net,Benin,2022-03-30,Standard,3906.12
3232,Michael Powell,brent58@example.org,Croatia,2023-05-16,Basic,6341.93
3233,Tiffany Williams,billyjones@example.com,Croatia,2025-03-05,Standard,1788.38
3234,Rodney Armstrong,ogardner@example.com,Tanzania,2025-07-23,Premium,9459.43
3235,Theresa Melendez,sharon34@example.org,Sri Lanka,2022-04-04,Standard,750.89
3236,Joshua Klein,diane35@example.com,United Arab Emirates,2022-12-26,Standard,514.38
3237,Wyatt Chambers,lindsey28@example.org,Sao Tome and Principe,2021-08-18,Basic,254.85
3238,Cynthia Bradley,jamesshepherd@example.net,Saudi Arabia,2023-01-22,Premium,5077.69
3239,Andres Thomas,hunterallen@example.com,India,2023-05-22,Standard,3843.34
3240,John Green,susan70@example.com,Russian Federation,2021-06-01,Basic,3109.40
3241,Erica Fox,ayalarobert@example.net,Hong Kong,2024-02-20,Standard,8650.95
3242,Christopher Smith,aaron82@example.net,Greece,2021-11-08,Standard,2025.76
3243,Tyler Garcia,boyerjohn@example.com,Australia,2025-05-12,Premium,655.57
3244,Scott Holt,rford@example.com,Taiwan,2025-05-22,Basic,5813.07
3245,Alexander Long,ubenton@example.org,United Arab Emirates,2025-12-04,Standard,1241.69
3246,Andrew Bradshaw,swaters@example.org,Cook Islands,2023-06-30,Standard,9505.46
3247,Anthony Silva,xhernandez@example.com,Saudi Arabia,2024-06-27,Standard,4078.20
3248,Richard Ray,hannahknapp@example.com,Hungary,2024-02-06,Standard,6710.10
3249,Karen Vasquez,jacobestrada@example.com,Armenia,2025-10-02,Premium,3201.95
3250,Felicia Miller,webbrhonda@example.org,Tunisia,2025-09-26,Standard,4393.83
3251,Aaron Johnson,stephanie92@example.org,Faroe Islands,2025-12-21,Standard,5693.11
3252,Thomas Alvarez,greermicheal@example.net,Cambodia,2025-01-02,Standard,3385.55
3253,Benjamin Harrell,jennifertodd@example.org,Kyrgyz Republic,2020-08-26,Basic,6768.98
3254,Keith Blake,megan14@example.net,Mozambique,2024-06-13,Premium,2192.82
3255,Sabrina Wiley,youngdaniel@example.net,Lesotho,2021-07-17,Standard,5558.85
3256,Catherine Russell,fbenson@example.org,Argentina,2023-03-04,Standard,8240.89
3257,Elizabeth Ford,aclark@example.com,Korea,2025-07-23,Standard,5628.42
3258,Danny Harris,david73@example.org,Suriname,2024-07-12,Standard,2554.33
3259,Brittany Harper,anna10@example.com,Brunei Darussalam,2024-08-22,Standard,457.71
3260,John French,katherine11@example.com,Iraq,2022-02-20,Premium,4232.39
3261,Anne Gay,wendy40@example.net,Malaysia,2023-08-02,Premium,6647.84
3262,Timothy Martinez,westcrystal@example.com,Svalbard & Jan Mayen Islands,2020-10-23,Basic,3186.14
3263,David Johnson,edwardedwards@example.org,Tunisia,2022-01-26,Standard,5424.81
3264,Stuart Peterson,charles76@example.net,Andorra,2025-04-18,Basic,1969.96
3265,Ms. Carmen Jones,swest@example.org,Jamaica,2023-08-19,Basic,9344.70
3266,Nichole Smith,zmorgan@example.net,Azerbaijan,2023-01-27,Standard,5444.67
3267,Stephen Peters,pbrown@example.net,Antarctica (the territory South of 60 deg S),2020-12-04,Basic,5373.33
3268,Tyler Mccarthy,bradleybrewer@example.org,Liechtenstein,2021-08-10,Standard,7483.95
3269,James Carroll,dawn56@example.com,Chile,2025-04-03,Basic,5347.81
3270,Ashley Duncan,scottfrazier@example.com,Mauritania,2021-06-15,Basic,5371.32
3271,Cody Gonzalez,catherine95@example.org,Saudi Arabia,2020-03-20,Basic,7228.31
3272,Brandi Hart MD,hernandezamy@example.org,Timor-Leste,2022-02-09,Premium,2089.34
3273,James Henry,sjacobs@example.org,Papua New Guinea,2025-06-22,Standard,606.02
3274,Michael Jackson,tcaldwell@example.org,Serbia,2021-10-07,Premium,5734.90
3275,Teresa Payne,hopkinsbryce@example.net,Japan,2020-05-16,Standard,3511.87
3276,Paul Hooper,rodgerscarlos@example.org,Pitcairn Islands,2021-11-13,Premium,5651.24
3277,Sabrina James,brian02@example.com,Italy,2025-01-14,Standard,1675.10
3278,Shane Johnson,anita59@example.org,Kyrgyz Republic,2021-11-28,Basic,4108.69
3279,Amy Durham,cwatson@example.com,Belgium,2020-08-27,Standard,6528.55
3280,Sean Jennings,sarahlester@example.org,Reunion,2025-12-18,Standard,7287.54
3281,Gregory Medina,aaron45@example.net,Romania,2021-07-19,Standard,4592.09
3282,Kristen Hamilton,beth22@example.org,Cote d'Ivoire,2022-05-14,Basic,407.28
3283,Emily Garrett,savila@example.com,Sweden,2022-08-20,Basic,1652.15
3284,Andrea Mercado,contrerasdanny@example.com,Bermuda,2024-12-01,Basic,8353.60
3285,Rebecca Taylor,dwilson@example.com,Dominican Republic,2020-09-03,Basic,4662.74
3286,Ann Woods,jasmine44@example.net,Gabon,2020-04-08,Standard,7428.19
3287,David May,mejiadonna@example.org,Swaziland,2020-07-20,Basic,7126.88
3288,Michael Tran,brittanygarcia@example.net,Anguilla,2024-12-24,Basic,2976.83
3289,Jeffrey Brown,blairkatelyn@example.net,Eritrea,2023-09-16,Standard,9032.79
3290,Megan Rodriguez,john87@example.com,Norfolk Island,2023-11-10,Basic,2339.17
3291,Emily Moore,newtongary@example.net,Christmas Island,2020-09-06,Basic,8574.71
3292,Micheal Clark,nmartinez@example.com,Ukraine,2023-07-25,Basic,8374.03
3293,Gregory Wright,kimdavis@example.com,Bulgaria,2022-09-28,Premium,9237.22
3294,Regina Clark,tgreen@example.com,Jersey,2025-01-07,Basic,8851.24
3295,David Bright MD,arnoldjacqueline@example.net,Congo,2024-05-09,Premium,1474.78
3296,Sandra Griffin,lanebrian@example.com,Kazakhstan,2021-11-08,Basic,4233.34
3297,Maria Powell,helliott@example.com,Nicaragua,2022-01-08,Standard,1290.71
3298,Mark Anderson,hfox@example.net,Finland,2020-12-11,Basic,5680.32
3299,Susan Barber,erinvazquez@example.com,Slovenia,2023-08-09,Premium,272.92
3300,Ryan Donaldson DVM,pmckinney@example.com,Namibia,2020-08-08,Basic,8614.33
3301,Andrea Baker,boydchristina@example.net,Belgium,2022-07-24,Standard,1154.23
3302,Meghan Chen,morganlance@example.com,Moldova,2022-11-17,Standard,5302.75
3303,Olivia Vazquez,,Togo,2021-09-02,Premium,1234.49
3304,Andrew Morales,jamie37@example.net,Aruba,2025-05-24,Basic,7984.45
3305,Eric Faulkner,rcarroll@example.com,Turkey,2025-09-13,Premium,2660.46
3306,Adam Austin,jenna43@example.org,Trinidad and Tobago,2025-06-14,Standard,5921.48
3307,Michael James Jr.,zmiller@example.org,Japan,2021-12-01,Standard,7912.87
3308,Richard Gonzalez,alexandrasmith@example.org,Svalbard & Jan Mayen Islands,2022-02-16,Standard,5828.65
3309,Sonya Green,okelly@example.com,Cambodia,2023-09-14,Basic,3316.84
3310,Candice Christensen,christopher19@example.org,Saint Pierre and Miquelon,2020-06-25,Premium,1612.68
3311,Stephen Gibson,rebecca32@example.com,Anguilla,2021-03-23,Basic,8116.63
3312,Connie Williams,leejacob@example.org,Netherlands,2022-10-10,Premium,7878.69
3313,Jennifer Rogers,kelly77@example.org,Poland,2025-05-20,Premium,3252.85
3314,Michelle Stephenson,,Svalbard & Jan Mayen Islands,2023-05-12,Basic,246.27
